Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE28,OUT018,3845.930347
FDR19,OUT035,2785.659303
NCF54,OUT019,471.3068467
FDZ08,OUT046,1716.213779
NCJ05,OUT018,2785.659303
FDF59,OUT046,1716.213779
NCO05,OUT035,1716.213779
FDW24,OUT018,858.3665937
NCX42,OUT018,2785.659303
NCA53,OUT035,858.3665937
FDI45,OUT019,471.3068467
FDG46,OUT046,1716.213779
FDM20,OUT010,471.3068467
FDW11,OUT010,207.1305035
FDX08,OUT035,2785.659303
NCK17,OUT035,858.3665937
FDK32,OUT018,2785.659303
NCA42,OUT035,2785.659303
DRI01,OUT035,2785.659303
NCL55,OUT049,3845.930347
DRE25,OUT018,1716.213779
FDD14,OUT017,2785.659303
FDB10,OUT046,3845.930347
DRN11,OUT035,2785.659303
FDP38,OUT018,858.3665937
NCA30,OUT017,2785.659303
FDT15,OUT017,2785.659303
NCP55,OUT018,858.3665937
FDF12,OUT035,2785.659303
FDM21,OUT018,3845.930347
FDX56,OUT035,3845.930347
FDF10,OUT017,2785.659303
FDT32,OUT045,2785.659303
FDM51,OUT018,1716.213779
NCR50,OUT018,2785.659303
FDI19,OUT049,3845.930347
FDX21,OUT017,1716.213779
FDR31,OUT035,2785.659303
FDY02,OUT013,3845.930347
NCA29,OUT045,2785.659303
NCX17,OUT046,3845.930347
FDM12,OUT045,2785.659303
FDI53,OUT027,4117.317713
NCU30,OUT049,2785.659303
FDC56,OUT027,2846.400823
FDK27,OUT018,1716.213779
NCK18,OUT017,2785.659303
FDB52,OUT019,471.3068467
DRG25,OUT027,5669.163351
FDZ13,OUT049,858.3665937
FDB57,OUT019,471.3068467
FDR40,OUT046,1716.213779
NCO14,OUT019,207.1305035
NCN19,OUT045,2785.659303
FDQ28,OUT019,471.3068467
FDO13,OUT018,2785.659303
FDK48,OUT013,1716.213779
FDU07,OUT018,2785.659303
FDW20,OUT046,1716.213779
FDV12,OUT010,207.1305035
FDH24,OUT013,2785.659303
FDV59,OUT049,3845.930347
FDK57,OUT045,1716.213779
FDL16,OUT027,858.3665937
NCQ17,OUT046,2785.659303
FDJ15,OUT018,2785.659303
FDX24,OUT049,1716.213779
FDT47,OUT046,1716.213779
FDT10,OUT049,858.3665937
FDZ37,OUT018,1716.213779
FDW43,OUT027,5669.163351
DRN36,OUT017,1716.213779
FDJ14,OUT045,1716.213779
FDA32,OUT013,3845.930347
FDJ38,OUT019,471.3068467
FDQ57,OUT017,2785.659303
NCQ41,OUT019,471.3068467
FDG56,OUT049,858.3665937
DRC13,OUT027,2846.400823
FDV55,OUT035,2785.659303
FDQ49,OUT045,2785.659303
FDE29,OUT010,207.1305035
FDR03,OUT013,3845.930347
FDD45,OUT049,1716.213779
FDN38,OUT010,471.3068467
FDT56,OUT046,858.3665937
FDT48,OUT045,2785.659303
FDU03,OUT049,2785.659303
FDC56,OUT010,207.1305035
NCO43,OUT027,2846.400823
FDQ27,OUT017,1716.213779
FDR03,OUT046,3845.930347
DRH23,OUT010,207.1305035
FDG22,OUT045,858.3665937
NCJ42,OUT013,1716.213779
FDR24,OUT046,1716.213779
FDW60,OUT035,2785.659303
FDJ08,OUT013,2785.659303
DRL59,OUT018,858.3665937
FDG60,OUT010,471.3068467
FDW27,OUT017,2785.659303
FDX14,OUT018,1716.213779
FDC20,OUT013,858.3665937
NCS29,OUT018,3845.930347
FDJ56,OUT046,1716.213779
FDB20,OUT019,207.1305035
FDL28,OUT027,5669.163351
FDW01,OUT018,2785.659303
FDL03,OUT046,2785.659303
FDX22,OUT049,3845.930347
FDJ21,OUT035,2785.659303
FDR31,OUT045,2785.659303
FDG21,OUT035,2785.659303
FDS22,OUT027,858.3665937
FDK08,OUT035,1716.213779
FDE17,OUT018,2785.659303
NCN30,OUT017,1716.213779
FDT50,OUT046,1716.213779
NCX42,OUT049,2785.659303
FDJ12,OUT035,3845.930347
NCA18,OUT027,2846.400823
FDP23,OUT019,471.3068467
FDX12,OUT013,3845.930347
FDN40,OUT018,2785.659303
FDV48,OUT035,1716.213779
NCY54,OUT013,2785.659303
FDL16,OUT010,207.1305035
FDR45,OUT018,3845.930347
FDJ52,OUT046,2785.659303
DRG01,OUT017,1716.213779
FDP52,OUT013,3845.930347
FDU58,OUT017,2785.659303
FDL02,OUT045,1716.213779
FDG28,OUT013,3845.930347
FDA19,OUT035,1716.213779
FDW46,OUT027,858.3665937
NCD43,OUT049,1716.213779
DRG39,OUT013,858.3665937
NCF55,OUT049,858.3665937
FDJ07,OUT046,1716.213779
FDE08,OUT046,2785.659303
FDP56,OUT019,207.1305035
FDT45,OUT045,858.3665937
FDF17,OUT018,2785.659303
FDX44,OUT046,1716.213779
FDM28,OUT027,5669.163351
FDI36,OUT049,2785.659303
FDS07,OUT045,1716.213779
FDD36,OUT045,1716.213779
FDW11,OUT046,858.3665937
FDN40,OUT049,2785.659303
NCQ18,OUT049,1716.213779
NCQ54,OUT017,2785.659303
NCS42,OUT045,1716.213779
DRH39,OUT010,207.1305035
FDC09,OUT027,2846.400823
FDT08,OUT010,471.3068467
FDC08,OUT035,3845.930347
FDT20,OUT017,858.3665937
FDS35,OUT035,858.3665937
FDX58,OUT018,2785.659303
FDW58,OUT046,1716.213779
DRD27,OUT046,1716.213779
FDH32,OUT019,207.1305035
FDS26,OUT035,3845.930347
FDQ31,OUT046,1716.213779
FDP11,OUT018,3845.930347
FDD58,OUT017,1716.213779
FDM33,OUT045,3845.930347
FDZ16,OUT049,2785.659303
NCS29,OUT010,471.3068467
NCM18,OUT019,207.1305035
FDP11,OUT049,3845.930347
NCC42,OUT017,1716.213779
DRM23,OUT046,2785.659303
NCN55,OUT027,5669.163351
FDK46,OUT013,3845.930347
FDR01,OUT046,2785.659303
NCA05,OUT045,2785.659303
NCP43,OUT017,2785.659303
FDR12,OUT010,471.3068467
FDQ01,OUT013,3845.930347
FDM13,OUT046,1716.213779
FDQ19,OUT017,3845.930347
FDK56,OUT019,471.3068467
NCX06,OUT010,471.3068467
FDO56,OUT027,2846.400823
FDU45,OUT045,1716.213779
FDI16,OUT019,207.1305035
FDL32,OUT046,1716.213779
FDA07,OUT046,1716.213779
FDA14,OUT045,2785.659303
FDV46,OUT027,2846.400823
NCO07,OUT035,3845.930347
NCP41,OUT046,1716.213779
FDY60,OUT018,1716.213779
FDN38,OUT017,3845.930347
FDO15,OUT046,858.3665937
FDT60,OUT013,1716.213779
FDA55,OUT035,3845.930347
FDE02,OUT010,207.1305035
DRJ39,OUT049,3845.930347
FDV34,OUT035,858.3665937
FDS20,OUT027,5669.163351
FDF02,OUT027,2846.400823
FDW40,OUT017,1716.213779
NCB43,OUT046,2785.659303
FDR58,OUT017,1716.213779
DRJ59,OUT035,858.3665937
NCD30,OUT017,1716.213779
FDE14,OUT017,1716.213779
FDC28,OUT018,1716.213779
FDU16,OUT018,1716.213779
NCD19,OUT035,858.3665937
FDU21,OUT046,858.3665937
FDV59,OUT027,5669.163351
FDU03,OUT045,2785.659303
FDC33,OUT010,471.3068467
NCR42,OUT035,858.3665937
DRH59,OUT035,858.3665937
NCM31,OUT035,1716.213779
FDS50,OUT035,3845.930347
FDP39,OUT046,858.3665937
FDQ55,OUT013,1716.213779
FDV36,OUT019,207.1305035
FDI05,OUT027,2846.400823
FDS45,OUT027,2846.400823
FDA39,OUT045,858.3665937
FDC37,OUT010,207.1305035
FDJ60,OUT027,4117.317713
DRQ35,OUT046,1716.213779
NCJ06,OUT046,1716.213779
NCY42,OUT018,2785.659303
DRM37,OUT049,2785.659303
FDR14,OUT045,858.3665937
FDE51,OUT049,858.3665937
FDT33,OUT017,2785.659303
FDR08,OUT013,1716.213779
FDE36,OUT010,471.3068467
FDL22,OUT019,207.1305035
FDR44,OUT013,1716.213779
FDI56,OUT019,207.1305035
FDE47,OUT010,207.1305035
FDV27,OUT010,207.1305035
FDV10,OUT049,858.3665937
FDC40,OUT045,1716.213779
NCX41,OUT013,3845.930347
NCQ38,OUT027,2846.400823
FDV12,OUT027,2846.400823
FDE52,OUT017,1716.213779
FDG20,OUT027,4117.317713
FDV16,OUT027,858.3665937
FDI32,OUT017,1716.213779
FDJ32,OUT049,858.3665937
FDN39,OUT018,2785.659303
FDY34,OUT017,2785.659303
FDC14,OUT035,858.3665937
FDA55,OUT017,3845.930347
FDZ50,OUT010,471.3068467
DRG13,OUT049,2785.659303
FDP01,OUT013,2785.659303
NCG54,OUT017,2785.659303
FDM13,OUT045,1716.213779
NCO18,OUT027,5669.163351
NCW41,OUT013,2785.659303
FDM52,OUT027,4117.317713
NCF55,OUT035,858.3665937
FDT09,OUT046,1716.213779
NCM19,OUT035,1716.213779
FDW12,OUT018,2785.659303
FDP15,OUT019,471.3068467
FDK36,OUT045,858.3665937
FDZ25,OUT035,2785.659303
NCW06,OUT049,2785.659303
FDW60,OUT046,2785.659303
DRC49,OUT013,2785.659303
NCT17,OUT035,2785.659303
NCN06,OUT018,2785.659303
FDC45,OUT013,2785.659303
DRJ47,OUT019,471.3068467
NCF06,OUT045,3845.930347
FDE21,OUT010,207.1305035
DRG27,OUT013,858.3665937
FDW40,OUT049,1716.213779
NCO53,OUT046,2785.659303
FDE23,OUT049,858.3665937
FDQ16,OUT046,1716.213779
FDS26,OUT045,3845.930347
FDZ13,OUT010,207.1305035
FDS14,OUT049,2785.659303
FDC10,OUT045,1716.213779
FDY16,OUT049,2785.659303
FDJ20,OUT035,1716.213779
FDV43,OUT035,858.3665937
FDZ32,OUT027,2846.400823
FDR23,OUT046,2785.659303
FDN24,OUT035,858.3665937
FDE34,OUT027,5669.163351
FDU31,OUT013,3845.930347
FDW33,OUT018,1716.213779
FDU26,OUT046,1716.213779
FDE20,OUT027,4117.317713
NCW05,OUT035,1716.213779
FDB22,OUT018,2785.659303
FDO56,OUT046,1716.213779
FDA19,OUT027,2846.400823
DRI39,OUT045,858.3665937
FDH52,OUT018,858.3665937
FDZ50,OUT035,2785.659303
NCN42,OUT035,2785.659303
FDB53,OUT013,2785.659303
DRG11,OUT017,1716.213779
DRK11,OUT027,4117.317713
FDQ60,OUT017,1716.213779
FDT36,OUT017,858.3665937
DRG25,OUT018,2785.659303
DRJ23,OUT046,2785.659303
FDG05,OUT035,2785.659303
NCK06,OUT018,1716.213779
FDU52,OUT017,2785.659303
FDW07,OUT018,1716.213779
NCM17,OUT045,858.3665937
FDA22,OUT045,2785.659303
NCA41,OUT018,2785.659303
FDF38,OUT035,858.3665937
FDH52,OUT046,858.3665937
FDY58,OUT019,471.3068467
FDZ16,OUT045,2785.659303
NCM18,OUT017,858.3665937
FDA22,OUT018,2785.659303
NCJ43,OUT035,2785.659303
FDI34,OUT027,5669.163351
FDG56,OUT046,858.3665937
FDS34,OUT046,1716.213779
DRC01,OUT035,858.3665937
FDQ04,OUT035,858.3665937
FDK04,OUT035,858.3665937
FDT51,OUT049,1716.213779
FDV26,OUT017,2785.659303
FDS04,OUT049,1716.213779
FDW43,OUT018,3845.930347
FDQ28,OUT010,471.3068467
NCK06,OUT017,1716.213779
FDS23,OUT018,1716.213779
FDZ36,OUT019,471.3068467
FDE56,OUT018,858.3665937
FDW10,OUT027,4117.317713
NCN14,OUT045,2785.659303
NCQ18,OUT045,1716.213779
FDW08,OUT017,1716.213779
FDU43,OUT035,3845.930347
FDR33,OUT010,207.1305035
FDM24,OUT010,471.3068467
NCZ05,OUT046,1716.213779
NCV41,OUT035,1716.213779
FDV11,OUT018,2785.659303
NCY05,OUT035,858.3665937
FDV44,OUT018,2785.659303
FDW32,OUT049,1716.213779
NCU18,OUT027,2846.400823
NCC43,OUT035,3845.930347
FDW19,OUT013,1716.213779
FDN31,OUT035,2785.659303
FDI48,OUT045,858.3665937
FDS24,OUT017,1716.213779
FDF46,OUT049,1716.213779
DRG23,OUT017,2785.659303
FDG14,OUT018,2785.659303
NCY30,OUT049,2785.659303
FDO28,OUT018,1716.213779
DRD24,OUT035,1716.213779
FDI33,OUT049,1716.213779
FDN32,OUT046,2785.659303
FDR16,OUT045,3845.930347
FDF26,OUT046,2785.659303
NCN29,OUT018,858.3665937
FDE20,OUT045,2785.659303
FDA46,OUT046,2785.659303
FDU28,OUT045,2785.659303
FDQ48,OUT045,1716.213779
FDV36,OUT013,1716.213779
FDR14,OUT018,858.3665937
FDP23,OUT017,3845.930347
FDP56,OUT013,858.3665937
FDK48,OUT010,207.1305035
FDR48,OUT046,2785.659303
NCY29,OUT049,858.3665937
FDM22,OUT018,858.3665937
DRJ01,OUT013,2785.659303
FDZ43,OUT045,3845.930347
FDV03,OUT035,2785.659303
FDX11,OUT027,5669.163351
NCA41,OUT027,5669.163351
FDE38,OUT017,2785.659303
FDI27,OUT018,858.3665937
FDN32,OUT013,2785.659303
NCN43,OUT017,1716.213779
FDB47,OUT027,5669.163351
FDV03,OUT017,2785.659303
NCN30,OUT045,1716.213779
NCV54,OUT010,207.1305035
FDV07,OUT013,1716.213779
FDP07,OUT049,2785.659303
FDK48,OUT018,858.3665937
FDM15,OUT019,471.3068467
FDY19,OUT027,2846.400823
FDK46,OUT046,3845.930347
FDY11,OUT045,858.3665937
FDH09,OUT046,858.3665937
FDO08,OUT027,4117.317713
FDU14,OUT013,3845.930347
FDD22,OUT027,2846.400823
FDM27,OUT017,2785.659303
FDL02,OUT027,2846.400823
NCA17,OUT035,2785.659303
FDE38,OUT019,471.3068467
NCG07,OUT049,2785.659303
DRC27,OUT013,3845.930347
FDA27,OUT035,3845.930347
FDW40,OUT045,1716.213779
DRI11,OUT013,1716.213779
FDN50,OUT046,1716.213779
FDR12,OUT046,2785.659303
FDT34,OUT027,2846.400823
FDW11,OUT035,858.3665937
NCO30,OUT027,5669.163351
FDZ34,OUT017,2785.659303
FDU45,OUT017,1716.213779
NCD42,OUT035,858.3665937
FDX25,OUT045,2785.659303
NCR29,OUT046,858.3665937
FDX43,OUT019,471.3068467
FDB04,OUT010,207.1305035
FDR49,OUT027,858.3665937
FDS39,OUT018,1716.213779
FDW58,OUT045,1716.213779
FDG22,OUT019,207.1305035
FDG31,OUT017,858.3665937
NCV53,OUT027,5669.163351
DRJ37,OUT035,2785.659303
FDV07,OUT035,1716.213779
FDW52,OUT018,2785.659303
FDT15,OUT045,2785.659303
FDD02,OUT018,1716.213779
FDM16,OUT035,858.3665937
NCE55,OUT046,2785.659303
FDB57,OUT018,3845.930347
FDQ04,OUT013,858.3665937
FDQ47,OUT019,207.1305035
FDY14,OUT019,471.3068467
DRK37,OUT017,2785.659303
FDO25,OUT017,3845.930347
FDL57,OUT046,3845.930347
NCK29,OUT018,1716.213779
FDK46,OUT027,5669.163351
NCB43,OUT010,471.3068467
DRE01,OUT027,5669.163351
FDC46,OUT018,2785.659303
FDQ23,OUT045,1716.213779
FDX38,OUT049,858.3665937
FDG60,OUT018,3845.930347
FDW55,OUT017,3845.930347
FDP39,OUT013,858.3665937
FDB20,OUT018,1716.213779
FDV21,OUT017,1716.213779
FDZ02,OUT013,1716.213779
FDP19,OUT027,2846.400823
FDA38,OUT035,3845.930347
FDH22,OUT045,1716.213779
DRM11,OUT045,3845.930347
FDO12,OUT027,5669.163351
FDT14,OUT049,1716.213779
FDW34,OUT010,471.3068467
FDG04,OUT027,5669.163351
FDW59,OUT018,1716.213779
FDR33,OUT018,1716.213779
FDP32,OUT013,1716.213779
FDL13,OUT027,5669.163351
FDD22,OUT013,1716.213779
FDV40,OUT027,858.3665937
NCD55,OUT046,858.3665937
FDQ20,OUT010,207.1305035
FDD28,OUT045,858.3665937
FDC39,OUT045,3845.930347
NCR17,OUT049,1716.213779
DRO35,OUT018,1716.213779
FDF40,OUT049,3845.930347
FDR31,OUT018,2785.659303
NCQ41,OUT017,2785.659303
FDP38,OUT046,858.3665937
NCU54,OUT027,5669.163351
FDG22,OUT018,858.3665937
DRK59,OUT013,3845.930347
FDC37,OUT046,1716.213779
NCO42,OUT013,2785.659303
NCT42,OUT017,2785.659303
FDX27,OUT035,1716.213779
FDV40,OUT018,858.3665937
FDT45,OUT027,858.3665937
FDS47,OUT019,207.1305035
FDR45,OUT035,3845.930347
FDB03,OUT045,3845.930347
FDO49,OUT035,858.3665937
FDU60,OUT027,4117.317713
FDB26,OUT018,858.3665937
FDB46,OUT017,3845.930347
FDQ37,OUT019,471.3068467
FDN03,OUT017,3845.930347
NCX30,OUT045,3845.930347
FDK32,OUT019,471.3068467
DRM47,OUT013,2785.659303
NCO02,OUT046,858.3665937
FDP04,OUT013,858.3665937
NCO43,OUT049,1716.213779
FDD59,OUT013,1716.213779
FDQ10,OUT017,2785.659303
FDW45,OUT035,2785.659303
NCK30,OUT049,3845.930347
FDU31,OUT018,3845.930347
NCQ17,OUT019,471.3068467
FDN01,OUT017,2785.659303
FDZ19,OUT049,2785.659303
DRG37,OUT017,2785.659303
FDE32,OUT045,858.3665937
FDO34,OUT049,2785.659303
FDM04,OUT019,207.1305035
FDZ25,OUT049,2785.659303
FDU08,OUT049,1716.213779
NCW30,OUT045,3845.930347
NCM18,OUT013,858.3665937
FDS22,OUT035,858.3665937
NCH18,OUT017,3845.930347
FDC23,OUT013,2785.659303
FDY46,OUT013,2785.659303
NCU06,OUT046,3845.930347
FDX57,OUT045,1716.213779
FDX36,OUT027,5669.163351
FDL16,OUT045,858.3665937
FDT16,OUT010,471.3068467
FDN16,OUT018,1716.213779
FDC03,OUT046,2785.659303
DRF60,OUT013,3845.930347
FDS27,OUT027,5669.163351
FDP33,OUT010,471.3068467
FDJ36,OUT018,1716.213779
NCR42,OUT013,858.3665937
FDV14,OUT017,1716.213779
NCP42,OUT035,2785.659303
FDB50,OUT027,2846.400823
NCC30,OUT027,4117.317713
FDA23,OUT018,1716.213779
FDW16,OUT017,1716.213779
FDQ52,OUT010,471.3068467
FDB58,OUT049,1716.213779
NCP29,OUT049,858.3665937
NCM05,OUT045,3845.930347
FDO25,OUT013,3845.930347
NCM54,OUT046,1716.213779
NCL54,OUT046,2785.659303
FDL39,OUT010,471.3068467
FDF53,OUT018,2785.659303
NCQ42,OUT035,1716.213779
FDF58,OUT013,858.3665937
FDZ04,OUT035,858.3665937
FDE26,OUT019,207.1305035
FDS60,OUT017,2785.659303
FDV58,OUT017,2785.659303
FDM04,OUT045,858.3665937
FDE08,OUT035,2785.659303
NCB43,OUT049,2785.659303
FDU11,OUT010,207.1305035
FDF22,OUT019,471.3068467
FDE24,OUT013,1716.213779
DRJ49,OUT046,1716.213779
NCQ53,OUT035,3845.930347
NCL41,OUT013,858.3665937
FDR22,OUT013,1716.213779
FDH04,OUT035,1716.213779
DRH15,OUT045,858.3665937
FDY40,OUT049,858.3665937
NCI17,OUT035,1716.213779
NCC18,OUT013,2785.659303
FDY28,OUT027,5669.163351
FDB45,OUT027,2846.400823
NCL30,OUT018,1716.213779
FDM10,OUT017,3845.930347
FDH22,OUT027,2846.400823
NCZ53,OUT017,2785.659303
NCI18,OUT013,3845.930347
FDH14,OUT027,2846.400823
FDR36,OUT027,858.3665937
FDW01,OUT045,2785.659303
FDK02,OUT027,2846.400823
FDJ02,OUT018,2785.659303
FDU55,OUT013,3845.930347
NCV18,OUT027,2846.400823
FDH14,OUT018,1716.213779
FDZ37,OUT045,1716.213779
FDX49,OUT049,3845.930347
NCD43,OUT046,1716.213779
FDZ07,OUT013,858.3665937
FDK43,OUT035,1716.213779
FDR32,OUT018,3845.930347
FDT39,OUT013,2785.659303
NCV54,OUT017,1716.213779
FDF38,OUT018,858.3665937
FDV60,OUT046,2785.659303
FDH44,OUT027,4117.317713
FDS21,OUT046,858.3665937
NCL41,OUT045,858.3665937
FDM46,OUT017,1716.213779
FDU27,OUT045,858.3665937
NCJ54,OUT017,3845.930347
DRG51,OUT018,2785.659303
NCA29,OUT019,471.3068467
FDR47,OUT045,2785.659303
NCL19,OUT027,2846.400823
DRG01,OUT049,858.3665937
FDG10,OUT046,858.3665937
NCV05,OUT049,2785.659303
NCH18,OUT019,471.3068467
FDV14,OUT018,1716.213779
DRJ23,OUT035,2785.659303
DRJ11,OUT046,2785.659303
FDZ03,OUT017,2785.659303
FDI27,OUT010,207.1305035
FDJ14,OUT018,1716.213779
FDU32,OUT017,1716.213779
FDD47,OUT027,4117.317713
DRF36,OUT035,2785.659303
FDM21,OUT046,3845.930347
FDV10,OUT018,858.3665937
FDH60,OUT018,2785.659303
FDX47,OUT010,471.3068467
FDT19,OUT019,471.3068467
FDO11,OUT045,3845.930347
FDH24,OUT027,4117.317713
FDL02,OUT018,1716.213779
FDB02,OUT049,2785.659303
FDA43,OUT046,2785.659303
FDG52,OUT045,858.3665937
DRC12,OUT013,2785.659303
FDY37,OUT018,1716.213779
NCU18,OUT045,1716.213779
FDU09,OUT035,858.3665937
DRJ25,OUT027,858.3665937
DRE12,OUT018,1716.213779
DRL47,OUT017,1716.213779
DRK01,OUT046,1716.213779
FDC22,OUT019,471.3068467
FDG44,OUT013,858.3665937
FDW04,OUT035,1716.213779
FDK09,OUT049,3845.930347
NCN43,OUT035,1716.213779
FDG04,OUT049,2785.659303
FDH32,OUT010,207.1305035
DRI47,OUT017,2785.659303
DRE15,OUT013,858.3665937
FDY11,OUT035,858.3665937
FDO60,OUT049,858.3665937
FDQ20,OUT018,858.3665937
FDO57,OUT027,4117.317713
FDT14,OUT019,207.1305035
FDA57,OUT049,858.3665937
DRN35,OUT017,858.3665937
FDJ03,OUT046,858.3665937
FDX28,OUT017,1716.213779
DRE25,OUT045,1716.213779
FDR09,OUT046,3845.930347
FDB23,OUT035,3845.930347
FDO08,OUT045,2785.659303
FDQ23,OUT049,1716.213779
FDW04,OUT013,1716.213779
DRK13,OUT010,471.3068467
NCL17,OUT027,2846.400823
FDY21,OUT035,2785.659303
FDJ38,OUT027,5669.163351
FDA37,OUT019,207.1305035
FDV43,OUT013,858.3665937
FDL36,OUT046,1716.213779
FDD53,OUT045,858.3665937
FDZ19,OUT010,471.3068467
FDV21,OUT045,1716.213779
NCL54,OUT018,2785.659303
DRI47,OUT027,4117.317713
DRG03,OUT049,2785.659303
FDG21,OUT013,2785.659303
FDW03,OUT018,1716.213779
NCI55,OUT046,1716.213779
DRC36,OUT019,471.3068467
FDH22,OUT017,1716.213779
FDV20,OUT045,1716.213779
NCU41,OUT027,5669.163351
FDN46,OUT027,2846.400823
FDK50,OUT045,2785.659303
NCA05,OUT027,4117.317713
DRH01,OUT018,2785.659303
FDT08,OUT018,2785.659303
FDM08,OUT018,3845.930347
FDZ07,OUT035,858.3665937
FDS22,OUT017,858.3665937
FDV35,OUT027,4117.317713
FDI28,OUT010,207.1305035
FDW58,OUT027,2846.400823
FDT52,OUT045,3845.930347
FDY34,OUT046,2785.659303
FDR10,OUT046,2785.659303
FDK57,OUT017,1716.213779
FDR02,OUT027,2846.400823
FDX49,OUT046,3845.930347
FDQ20,OUT046,858.3665937
DRK23,OUT045,3845.930347
NCW06,OUT046,2785.659303
FDR31,OUT017,2785.659303
NCE43,OUT013,2785.659303
DRO59,OUT027,2846.400823
FDN09,OUT049,3845.930347
FDR11,OUT046,2785.659303
FDO57,OUT013,2785.659303
NCX18,OUT017,2785.659303
FDB05,OUT018,3845.930347
FDQ08,OUT018,858.3665937
NCG43,OUT035,1716.213779
FDJ56,OUT013,1716.213779
FDA13,OUT010,207.1305035
FDO56,OUT017,1716.213779
FDB37,OUT018,3845.930347
FDZ02,OUT018,1716.213779
FDQ24,OUT046,3845.930347
FDM16,OUT013,858.3665937
FDU35,OUT049,1716.213779
FDT35,OUT035,2785.659303
NCX30,OUT049,3845.930347
FDG04,OUT017,2785.659303
FDI12,OUT035,1716.213779
FDE35,OUT035,858.3665937
NCP14,OUT027,2846.400823
NCY53,OUT045,1716.213779
FDP49,OUT017,858.3665937
FDQ04,OUT017,858.3665937
FDM39,OUT035,2785.659303
FDO58,OUT019,471.3068467
FDC56,OUT017,1716.213779
NCQ54,OUT046,2785.659303
FDV10,OUT027,858.3665937
NCK17,OUT046,858.3665937
NCF55,OUT027,858.3665937
FDV33,OUT013,3845.930347
NCH29,OUT019,207.1305035
FDA37,OUT027,2846.400823
FDH46,OUT018,1716.213779
FDS25,OUT035,1716.213779
FDH04,OUT027,2846.400823
FDX52,OUT046,2785.659303
NCD42,OUT017,858.3665937
FDW47,OUT017,1716.213779
FDL25,OUT027,2846.400823
NCJ06,OUT010,207.1305035
FDY09,OUT013,2785.659303
FDS40,OUT046,858.3665937
FDH41,OUT017,3845.930347
FDG38,OUT035,1716.213779
FDU03,OUT027,5669.163351
FDV20,OUT046,1716.213779
DRB13,OUT045,2785.659303
NCQ30,OUT013,1716.213779
NCH06,OUT013,3845.930347
FDU50,OUT018,1716.213779
NCO42,OUT019,471.3068467
FDW09,OUT018,1716.213779
FDH04,OUT013,1716.213779
FDC21,OUT045,1716.213779
FDL21,OUT049,858.3665937
FDM46,OUT010,207.1305035
FDT22,OUT019,207.1305035
FDB28,OUT035,2785.659303
FDI12,OUT018,1716.213779
FDA28,OUT045,1716.213779
FDF59,OUT013,1716.213779
FDM45,OUT027,2846.400823
FDQ56,OUT017,1716.213779
FDR46,OUT049,2785.659303
FDT01,OUT013,3845.930347
FDD16,OUT027,858.3665937
NCU30,OUT010,471.3068467
FDM40,OUT010,471.3068467
FDI56,OUT035,1716.213779
NCS30,OUT013,1716.213779
FDU08,OUT017,1716.213779
FDX51,OUT027,5669.163351
FDA43,OUT045,2785.659303
FDX59,OUT010,207.1305035
FDC37,OUT018,1716.213779
FDP58,OUT013,3845.930347
NCY42,OUT035,1716.213779
FDF21,OUT018,2785.659303
FDU10,OUT027,858.3665937
DRL47,OUT018,1716.213779
FDA58,OUT018,3845.930347
FDJ22,OUT049,2785.659303
FDK50,OUT046,2785.659303
FDO38,OUT035,1716.213779
DRF60,OUT035,3845.930347
NCZ42,OUT019,471.3068467
FDD35,OUT049,1716.213779
FDL25,OUT045,1716.213779
FDJ16,OUT013,858.3665937
DRK59,OUT049,3845.930347
FDI50,OUT046,3845.930347
NCB19,OUT045,1716.213779
DRI37,OUT035,858.3665937
FDA14,OUT027,4117.317713
FDC08,OUT018,3845.930347
FDS45,OUT046,1716.213779
FDI21,OUT049,858.3665937
DRJ47,OUT035,2785.659303
DRE37,OUT027,5669.163351
FDT55,OUT018,2785.659303
NCG42,OUT027,2846.400823
FDA31,OUT049,2785.659303
NCW42,OUT046,3845.930347
FDF50,OUT017,2785.659303
FDK56,OUT049,2785.659303
FDX10,OUT035,858.3665937
NCK07,OUT027,4117.317713
FDZ49,OUT017,3845.930347
FDR33,OUT013,1716.213779
FDO44,OUT018,1716.213779
FDA20,OUT046,2785.659303
NCL30,OUT045,1716.213779
FDI05,OUT019,207.1305035
FDQ12,OUT018,3845.930347
FDH47,OUT017,1716.213779
FDH34,OUT018,2785.659303
FDF29,OUT046,1716.213779
FDG40,OUT018,858.3665937
NCE18,OUT017,3845.930347
FDP21,OUT010,471.3068467
FDY50,OUT013,1716.213779
FDB36,OUT049,1716.213779
NCZ29,OUT049,1716.213779
FDU20,OUT018,1716.213779
FDO56,OUT013,1716.213779
FDW31,OUT049,2785.659303
DRH59,OUT013,858.3665937
NCB30,OUT017,2785.659303
FDK43,OUT027,2846.400823
FDW43,OUT045,3845.930347
NCL19,OUT017,1716.213779
FDJ27,OUT046,1716.213779
FDC45,OUT046,2785.659303
FDY40,OUT035,858.3665937
NCM41,OUT035,1716.213779
NCK18,OUT019,471.3068467
FDP37,OUT049,1716.213779
FDA27,OUT027,5669.163351
NCX30,OUT035,3845.930347
FDR09,OUT017,3845.930347
FDG08,OUT027,4117.317713
NCU30,OUT013,2785.659303
FDB16,OUT017,1716.213779
FDM16,OUT017,858.3665937
FDC48,OUT013,1716.213779
NCF18,OUT046,2785.659303
FDU46,OUT018,1716.213779
FDH41,OUT018,3845.930347
